Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Вес (с упаковкой),Управление,Цвет,Общий объем,Количество скоростей,Импульсный режим,Материал корпуса,Количество кувшинов,Скорость (макс.),Материал кувшина,Объем одного кувшина,Измельчитель льда,Звукопоглощающий кожух,Турборежим
https://cdn.entero.ru/mp@2x/92/55/9255a3741049d5661dd4484a8b26b5ff.jpg;https://cdn.entero.ru/mp@2x/09/cc/09cc39647ebfb130d989b677d680efc0.jpg;https://cdn.entero.ru/mp@2x/45/ed/45ed2346e9c21c559f9adf1d4f22bd8c.jpg;https://cdn.entero.ru/mp@2x/c4/61/c461cfb14276181e7cf86247407f1c8b.jpg,Блендер Ceado barcult B280,B280 Special,119995,RUB,Да,,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/227790,"<p>Блендер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/227790""><b class=""b"">Ceado barcult B280</b></a><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/227790""><b class=""b""> </b></a>предназначен для приготовления фруктовых, молочных или алкогольных коктейлей со льдом, для перемешивания и измельчения фруктов и овощей на предприятиях общественного питания, торговли и в домашних условиях. Модель оснащена панелью управления Easy Pad с кнопками изменения скорости, режимов работы и включения импульсного режима. Кувшин Dynamic Spin с метрическими градациями выполнен из поликарбоната, лопасти - из закаленной нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Мощный двигатель сокращает время работы</li>
<li>Система крепления с быстрой и простой системой фиксации контейнера</li>
<li>Подходит для интенсивной работы</li>
<li>Кувшин квадратной формы</li>
<li>Импульсный режим</li>
<li>Легко заменяемая муфта</li>
<li>Низкий уровень шума</li>
<li>Легкая очистка</li>
<li>Долговечность</li>
<li>Стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота: от 50 до 60 Гц</li>
<li>Скорость при 50 / 60 Гц: 15000 / 23000 об./мин. </li>
</ul>",227790,барный,220 В,1.7 кВт,195 мм,180 мм,450 мм,,Италия,,,0,https://entero.ru/manuals/274291/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Ceado%20barcult%20B280.pdf;https://entero.ru/manuals/274292/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Ceado%20barcult%20B280%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/274294/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%28%D0%B8%D1%82.%29.pdf;https://entero.ru/manuals/278055/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Ceado%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/278056/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BA%D0%BE%D0%BC%D0%BF%D0%B0%D0%BD%D0%B8%D0%B8%20Ceado.pdf,,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241436&hash=03f836dfe0d796d0,4.9 кг,,,электромеханическое,черный,1.5 л,2,Да,,1,23000 об/мин.,пластик,1.5 л,,,
https://cdn.entero.ru/mp@2x/61/68/6168993bc378de17e980929e35cc26de.jpg;https://cdn.entero.ru/mp@2x/f8/76/f87643fc5e7f03094ac5667b98e3b6ee.jpg;https://cdn.entero.ru/mp@2x/f7/08/f7081a88597b28395ea912f24e1b5b14.jpg;https://cdn.entero.ru/mp@2x/c2/bd/c2bd9c3c5dd539bf02aff57cadb975ab.jpg;https://cdn.entero.ru/mp@2x/fe/8c/fe8c83b16b401f1744c0b36504b5e221.jpg,Блендер Vitamix A2300BK,VM065334,126661,RUB,Да,Vitamix,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/339112,"<p>Блендер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/339112""><b class=""b"">Vitamix A2300BK</b></a> серии Ascent предназначен для измельчения и смешивания замороженных и свежих овощей и фруктов, порошковых смесей и любых твёрдых ингредиентов в барах, кафе и ресторанах с большой проходимостью посетителей. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Функция Variable Speed ​​Control: возможность точно настроить текстуру любого рецепта</li>
<li>База двигателя автоматически регулирует максимальное время смешивания в зависимости от выбранного размера контейнера</li>
<li>Цифровой таймер</li>
<li>Технология Self-Detect: возможность считывать размеры выбранного контейнера и самостоятельно настраивать параметры программы и время смешивания</li>
<li>Беспроводная связь Bluetooth</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность двигателя: 2,2 л.с.</li>
</ul>",339112,универсальный,220 В,0.12 кВт,279 мм,203 мм,432 мм,8.2 кг,США,1,340x300x430 мм,0,,,,5.5 кг,,,электромеханическое,черный,2 л,"плавная регулировка, 10",Да,,,,,2 л,,,
https://cdn.entero.ru/mp@2x/25/39/253904fec27abec662dba56d12b60f47.jpg;https://cdn.entero.ru/mp@2x/e6/4c/e64c58fb397ec05a8efae165d6c5bae7.jpg,Блендер Vitamix Drink Machine Two-Speed,VM00768,128440,RUB,Да,Vitamix,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/374786,"<p>Блендер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/374786""><b class=""b"">Vitamix Drink Machine Advance</b></a> для профессионального мощного и надежного смешивания оснащен функцией ручного управления. Блендер поможет приготовить вкусные кофейные напитки, смузи, десерты из замороженных фруктов, гранитас и коктейли. Однородность коктейлей обспечивается за счет ножа из закаленной стали и вместительной чаши.</p>

<p><b>Основные преимущества:</b></p>

<ul>
<li><em>Простота. </em>Блендер крайне прост в использовании</li>
<li>2 скорости смешивания.</li>
<li><em>Усовершенствованная конфигурация ножа. </em> Запатентованная конструкция ножа для льда создает мощный вихревой эффект, обеспечивая безостановочную циркуляцию ингредиентов и обеспечивая высокую плотность смешивания </li>
<li><em>Вместительный контейнер. </em>Антиударный прозрачный контейнер 1.4 л позволяет оператору наблюдать за процессом смешивания</li>
<li><em>Многофункциональный. </em>Вы можете приготовить всевозможные фруктовые коктейли с мякотью, молочные коктейли, солодовые напитки, свежевыжатые фруктовые и овощные соки, замороженный кофе и чай</li>
<li><em>Тихий.</em> Блендер на 20% менее шумный, чем предыдущие модели</li>
<li><em>Удобный.</em> Вы можете добавлять ингредиенты в процессе приготовления благодаря гибкой крышке из 2-х частей</li>
<li><em>Мощный. </em>Мощный мотор специально разработан для применения блендера в кафе и барах</li>
</ul>",374786,,220 В,от 1 до 1.2 кВт,203 мм,229 мм,457 мм,,США,,,0,,135200,,,,,механическое,,1.4 л,2,,,1,,пластик,1.4 л,,,
https://cdn.entero.ru/mp@2x/07/90/079090b54d728fd5548e9c67cc89e586.jpg;https://cdn.entero.ru/mp@2x/f5/8f/f58ffdba3412fe7e4ec7a4fff74de020.jpg;https://cdn.entero.ru/mp@2x/8c/8f/8c8f9f8b86c5b5b1cf607c35686f27dd.jpg;https://cdn.entero.ru/mp@2x/de/58/de58165bae295a67ad606bab0d410c2e.jpg,Блендер Santos серия 62,Блендер Santos серия 62,160232,RUB,Да,Santos,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/33186,"<p>Блендер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/33186"">Santos серия 62</a></b> предназначен для приготовления фруктовых и молочных коктейлей и напитков, кофе со льдом, смузи, измельчения льда и замороженных фруктов на предприятиях общественного питания и торговли. Благодаря дополнительному звукопоглощающему кожуху использование блендера в зале становится менее незаметным для посетителей. Модель оснащена сенсорной панелью управления с ЖК-дисплеем, 6 программируемыми кнопками, 30 предварительно запрограммированными рецептами и двигателем, защищенным термопереключателем.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Водонепроницаемый переключатель блокировки</li>
<li>Новый съемный корпус снижает уровень шума</li>
<li>Все съемные части можно помещать в посудомоечную машину или просто помыть горячей мыльной водой (одобрено NSF)</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 260х330х510 мм</li>
</ul>",33186,барный,220 В,1.01 кВт,200 мм,247 мм,441 мм,,Франция,,,0,https://entero.ru/manuals/39665/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Santos%20%D1%81%D0%B5%D1%80%D0%B8%D1%8F%2062%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/39664/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Santos%20%D1%81%D0%B5%D1%80%D0%B8%D1%8F%2062%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,170460,https://vk.com/video_ext.php?oid=-177656185&id=456240286&hd=2&autoplay=0,8.3 кг,,,электронное,,2.4 л,,,алюминий,1,от 2500 до 15000 об/мин.,пластик,2.4 л,Да,Да,
https://cdn.entero.ru/mp@2x/dc/29/dc29f55e872fd2eebbd517942b4b801f.jpg;https://cdn.entero.ru/mp@2x/68/00/68000996657c76a8a59ddfb91d0302ad.jpg;https://cdn.entero.ru/mp@2x/00/20/0020ac4c1fd13bbdc1d4ca4a1870ff17.jpg;https://cdn.entero.ru/mp@2x/76/c9/76c98d50a429b2d9c954480477ccb1ce.jpg,Блендер Ceado barcult B284,B284 Feel,164697,RUB,Да,,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/227849,"<p>Блендер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/227849""><b class=""b"">Ceado barcult B284</b></a><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/227849""><b class=""b""> </b></a>предназначен для приготовления фруктовых, молочных или алкогольных коктейлей, для перемешивания и измельчения фруктов и овощей на предприятиях общественного питания, торговли и в домашних условиях. Модель оснащена плавным регулятором скорости. Кувшин Dynamic Spin с метрическими градациями выполнен из поликарбоната, лопасти - из закаленной нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Мощный и надежный двигатель выдерживает высокие нагрузки</li>
<li>Ручной режим</li>
<li>15 скоростей позволяют получить любой вид текстуры</li>
<li>Система крепления с быстрой и простой системой фиксации контейнера</li>
<li>Импульсный режим</li>
<li>Легко заменяемая муфта</li>
<li>Низкий уровень шума</li>
<li>Легкая очистка</li>
<li>Долговечность</li>
<li>Стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота: от 50 до 60 Гц</li>
<li>Скорость при 50 / 60 Гц: 1500 / 28000 об./мин. </li>
</ul>",227849,универсальный,220 В,1.7 кВт,195 мм,180 мм,470 мм,,Италия,,,0,https://entero.ru/manuals/274329/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Ceado%20barcult%20B284%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/274331/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Ceado%20barcult%20B284%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/274332/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%28%D0%B8%D1%82.%29.pdf;https://entero.ru/manuals/278060/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Ceado%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/278061/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BA%D0%BE%D0%BC%D0%BF%D0%B0%D0%BD%D0%B8%D0%B8%20Ceado.pdf,,,4.9 кг,,,электромеханическое,черный,1.5 л,плавная регулировка,Да,,1,28000 об/мин.,пластик,1.5 л,Да,,
https://cdn.entero.ru/mp@2x/38/92/38926cff15f93cab4e47841592496cf8.jpg;https://cdn.entero.ru/mp@2x/4b/e3/4be3f011a553522b874b1497d4fa8ce7.jpg;https://cdn.entero.ru/mp@2x/3f/79/3f791224bb2bfe1be778a8679e8eccd3.jpg;https://cdn.entero.ru/mp@2x/00/48/00481c6ec84d7d31fc5725f1d1830cc3.jpg;https://cdn.entero.ru/mp@2x/0f/37/0f3778fee104425bdfc3d5f076ba94ed.jpg,Блендер Ceado barcult B283,B283 Tech,191477,RUB,Да,,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/227840,"<p>Блендер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/227840""><b class=""b"">Ceado barcult B283</b></a><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/227840""><b class=""b""> </b></a>предназначен для приготовления фруктовых, молочных или алкогольных коктейлей, для перемешивания и измельчения фруктов и овощей на предприятиях общественного питания, торговли и в домашних условиях. Модель оснащена электронным дисплеем и панелью управления Easy Pad с кнопками изменения скорости, режимов работы и включения импульсного режима. Кувшин Dynamic Spin с метрическими градациями выполнен из поликарбоната, лопасти - из закаленной нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>6 режимов работы:
<ul>
<li>A - густые напитки</li>
<li>B - напитки на основе фруктов и овощей</li>
<li>C - холодные напитки</li>
<li>D - напитки на кофейной основе</li>
<li>E - смузи</li>
<li>F - смузи 2 (с нарезанными фруктами)</li>
</ul>
</li>
<li>Ручной режим</li>
<li>Импульсный режим</li>
<li>Мощный и надежный двигатель выдерживает высокие нагрузки</li>
<li>Приложение Ceado barcult для управления через Android / iOS с неограниченным количеством рецептов и программируемых режимов работы</li>
<li>Подходит для интенсивной работы</li>
<li>Кувшин квадратной формы</li>
<li>Легкая очистка</li>
<li>Долговечность</li>
<li>Стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота: от 50 до 60 Гц</li>
<li>Скорость при 50 / 60 Гц: 3000 / 28000 об./мин. </li>
<li>Длительность режимов работы:
<ul>
<li>A: 29 сек.</li>
<li>B: 30 сек.</li>
<li>С: 20 сек.</li>
<li>D: 15 сек.</li>
<li>E: 20 сек.</li>
<li>F: 25 сек. </li>
</ul>
</li>
</ul>",227840,универсальный,220 В,1.7 кВт,195 мм,180 мм,450 мм,,Италия,,,0,https://entero.ru/manuals/274301/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Ceado%20barcult%20B283%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/274302/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Ceado%20barcult%20B283%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/274303/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%28%D0%B8%D1%82.%29.pdf;https://entero.ru/manuals/278058/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Ceado%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/278059/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BA%D0%BE%D0%BC%D0%BF%D0%B0%D0%BD%D0%B8%D0%B8%20Ceado.pdf,208127,,4.9 кг,,,электромеханическое,черный,1.5 л,6,Да,,1,28000 об/мин.,пластик,1.5 л,,,
https://cdn.entero.ru/mp@2x/db/4c/db4c5c17ff413f880e5c5627d76ac55a.jpg;https://cdn.entero.ru/mp@2x/2a/f2/2af28d977d2579adc7114c57de9d8c2f.jpg,Блендер Vitamix The Touch & Go Advance,Блендер Vitamix The Touch & Go Advance,283765,RUB,Да,Vitamix,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/378189,"<p>Блендер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/378189""><b class=""b"">Vitamix The Touch & Go Advance </b></a>предназначен для измельчения и смешивания замороженных и свежих овощей и фруктов, порошковых смесей и любых твёрдых ингредиентов в барах, кафе и ресторанах с большой проходимостью посетителей. Модель оснащена системой снижения шума. </p>

<p><b>Особенности:</b></p>

<ul>
<li>6 предустановленных программ</li>
<li>20 рецептурных программ</li>
<li>Мерная градация на стакане</li>
<li>Антишумовой колпак с поворотно-фиксирующей конструкцией: не требует инструментов для снятия и очистки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность двигателя: 2,3 л.с.</li>
<li>Высота с открытой крышкой: 622 мм</li>
</ul>",378189,барный,220 В,от 1.1 до 1.3 кВт,203 мм,273 мм,457 мм,8 кг,США,,,0,https://entero.ru/manuals/521459/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Vitamix%20The%20Touch%20%26%20Go%20Advance.pdf,,,,,,электронное,,0.9 л,2,Да,,1,,,,,Да,
https://cdn.entero.ru/mp@2x/4b/74/4b740d7336fa1314f2c14be9475e517a.jpg;https://cdn.entero.ru/mp@2x/31/27/3127d42aac4c11b799dba812bcd814ad.jpg;https://cdn.entero.ru/mp@2x/3e/11/3e118d5c6786593bcf52903003cabc58.jpg;https://cdn.entero.ru/mp@2x/5c/26/5c264e237e3d313228748e796fe0acc0.jpg;https://cdn.entero.ru/mp@2x/6a/08/6a08d568925976bd7feebcf123f24f54.jpg;https://cdn.entero.ru/mp@2x/f4/e0/f4e0f93ed83a0089d0cd312a800ad2c3.jpg,Блендер Hamilton Beach HBB255-CE,Блендер Hamilton Beach HBB255-CE,36990,RUB,Нет,Hamilton Beach,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/161557,"<p>Блендер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/161557"">Hamilton Beach HBB255-CE</a> </b>предназначен для взбивания соусов, муссов, фруктовых, молочных или алкогольных коктейлей со льдом, для перемешивания и измельчения фруктов и овощей в кафе, ресторанах, на предприятиях фаст-фуда и в домашних условиях. С помощью этой модели коктейль ""Маргарита"" (0,5 л) можно приготовить за 20 секунд. Контейнер выполнен из поликарбоната, нож - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Wave-Action™ для перемещения смеси вниз для более качественного измельчения</li>
<li>Датчик открытия крышки обеспечивает смешивание напитков только с закрытой крышкой</li>
<li>Датчик установки стакана предотвращают смешивание с неправильно установленной чашей </li>
<li>Крышка с тройным уплотнителем</li>
<li>Увеличенная производительность</li>
<li>Прочное металлическое соединение чаши и базы блендера</li>
<li>Защитный элемент для предотвращения попадания капель на панель</li>
<li>Тумблер для переключения скоростей и включения / выключения</li>
<li>Ножки для надежной фиксации блендера на столе</li>
</ul>",161557,барный,220 В,1.2 кВт,165 мм,216 мм,410 мм,5 кг,США,1,230x305x420 мм,0,https://entero.ru/manuals/188664/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Hamilton%20Beach%20HBB255.pdf,,,4 кг,,,механическое,,1.4 л,2,Да,пластик,1,,пластик,1.4 л,Да,,
https://cdn.entero.ru/mp@2x/79/92/799292c18c2d3dbd0530b395f305e274.jpg;https://cdn.entero.ru/mp@2x/e6/f9/e6f93f595d6c07ab66367ea704fafb08.jpg;https://cdn.entero.ru/mp@2x/bc/06/bc06e950d03476060cc1518fc562e137.jpg;https://cdn.entero.ru/mp@2x/69/e1/69e153441eef5105bc496e80de3dac9f.jpg;https://cdn.entero.ru/mp@2x/88/da/88da6af12b8be4c8dbdb8e7797148d56.jpg;https://cdn.entero.ru/mp@2x/f9/78/f9785ce03a474736cb8a6a3ca56e517c.jpg,Блендер Hamilton Beach HBF1100S,HBF1100S-CE/124748,244260,RUB,Нет,Hamilton Beach,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/87558,"<p>Блендер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/87558"">Hamilton Beach HBF1100S</a> </b>предназначен для взбивания соусов, муссов, фруктовых, молочных или алкогольных коктейлей со льдом, для перемешивания и измельчения фруктов и овощей в кафе, ресторанах, на предприятиях фаст-фуда и в домашних условиях. Контейнер и ножи выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Wave-Action™ для перемещения смеси вниз для более качественного измельчения</li>
<li>Измельчение в одно касание</li>
<li>Режим Chop для нарезки овощей и фруктов</li>
<li>Съемный дозатор для добавления ингредиентов во время приготовления</li>
<li>Датчик установки крышки кувшина для предотвращения запуска без крышки</li>
<li>Датчик перегрева для предупреждения о необходимости охлаждения</li>
<li>Цельнометаллический диск сцепления</li>
<li>Прозрачная крышка для контроля</li>
<li>Резиновые ножки для надежной фиксации блендера на столе</li>
</ul>",87558,кухонный,220 В,1 кВт,226 мм,378 мм,448 мм,11 кг,США,1,380x530x600 мм,0,,259851,,10 кг,,,электромеханическое,,4 л,плавная регулировка,Да,металл,1,,металл,4 л,,,
https://cdn.entero.ru/mp@2x/03/c3/03c3e99f3a734f7c7d425b7f7330f4c5.jpg;https://cdn.entero.ru/mp@2x/4b/d9/4bd99cbb5072e9c3fc7ff2db406180e5.jpg,Блендер Kocateq BL1500BNW,Блендер Kocateq BL1500BNW,0,RUB,Нет,Kocateq,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/25584,"<p>Блендер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/25584"">Kocateq BL1500BNW</a></b> предназначен для измельчения льда, приготовления замороженных коктейлей, смузи и маргариты, взбивания напитков и муссов на предприятиях общественного питания и торговли. Модель оснащена специальным пестиком и крышкой с отверстием специальной формы для ускорения перемешивания. Стакан выполнен из поликарбоната Lexan GE, площадка для установки стакана - из пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Механическая панель управления:
<ul>
<li>Кнопка включения/выключения</li>
<li>Бесступенчатое ручное регулирование скорости измельчения</li>
<li>Ручное включение режима Пульс</li>
</ul>
</li>
<li>Встроенные специально профилированные ножи</li>
<li>100 % перемешивание</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 24 напитка/час</li>
</ul>",25584,барный,220 В,1.5 кВт,180 мм,220 мм,520 мм,,Ю. Корея,,,0,https://entero.ru/manuals/110453/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf,,,,,,механическое,черный,1.9 л,плавная регулировка,,,1,от 10000 до 38000 об/мин.,пластик,1.9 л,Да,,
https://cdn.entero.ru/mp@2x/36/af/36af9d899f693afa6fb1c5f89695d77a.jpg;https://cdn.entero.ru/mp@2x/3c/95/3c959f1222c288816d557efd4c6156a9.jpg,Блендер OMAKE BLE41.E15 черный,Блендер OMAKE BLE41.E15 черный,0,RUB,Нет,,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/344364,"<p>Блендер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344364""><b class=""b"">OMAKE BLE41.E15 </b></a>предназначен для приготовления фруктовых, молочных или алкогольных коктейлей, для перемешивания и измельчения фруктов и овощей на предприятиях общественного питания, торговли и в домашних условиях. Модель оснащена электронным управлением, контролем скорости и звукопоглощающим кожухом. Корпус выполнен из ABS пластика, кувшин - из поликарбоната, подходящего для контакта с пищевыми продуктами.</p>",344364,универсальный,220 В,2.2 кВт,245 мм,260 мм,470 мм,8 кг,Турция,1,260x270x480 мм,0,https://entero.ru/manuals/419178/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20OMAKE%20BLE41.E15%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,7 кг,,,электронное,черный,2 л,,,пластик,1,25000 об/мин.,,2 л,Да,Да,
https://cdn.entero.ru/mp@2x/f4/68/f468eb910e18370bef95eb3baa9531c9.jpg,Блендер Hamilton Beach HBH755-CE,HBH 755-СЕ 148254,0,RUB,Нет,Hamilton Beach,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/124786,"<p>Блендер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/124786"">Hamilton Beach HBH755-CE</a> </b>предназначен для взбивания соусов, муссов, фруктовых, молочных или алкогольных коктейлей со льдом, для перемешивания и измельчения фруктов и овощей в кафе, ресторанах, на предприятиях фаст-фуда и в домашних условиях. Контейнер выполнен из ударопрочного поликарбоната, нож - из нержавеющей стали. Благодаря дополнительному звукопоглощающему кожуху использование блендера в зале становится менее незаметным для посетителей. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Сенсорное программируемое управление</li>
<li>100 запрограммированных циклов</li>
<li>5 кнопок быстрого вызова для самых популярных напитков</li>
<li>Мощный двигатель 3 л.с.</li>
<li>Wave-Action™ для перемещения смеси вниз для более качественного измельчения</li>
<li>QuietBlend™ Technology - тихая работа при большой мощности</li>
<li>Звукопоглощающий пластиковый кожух, который одевается сверху на стакан</li>
<li>Уникальный цикл Jump для напитков со льдом</li>
<li>Датчик установки стакана, который предотвращает повреждение механизма сцепления</li>
<li>Цикл охлаждения снижает температуру двигателя для возобновления работы</li>
<li>Сверхнадежный механизм сцепления</li>
<li>Защитный кожух легко снимается благодаря встроенным зажимам</li>
<li>Компактные размеры (кожух открывается высотой до 560 мм)</li>
<li>Резиновые наконечники на ножках блендера</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Среднее время приготовления коктейля: 12 сек.</li>
</ul>",124786,барный,220 В,1 кВт,216 мм,286 мм,470 мм,,США,,,0,https://entero.ru/manuals/133863/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Hamilton%20Beach%20HBH755%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,6 кг,,,электронное,,2 л,2,Да,пластик,1,,пластик,2 л,Да,Да,
