Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Производительность,Объем,Вес (с упаковкой),Цвет,Подключение к водопроводу,Индикатор уровня воды,Заваривание чая/кофе,Камбузное оборудование
https://cdn.entero.ru/mp@2x/b2/36/b236c65050ce7ba56ecb0f1167280cf5.jpg;https://cdn.entero.ru/mp@2x/0e/86/0e8643f391df3a34b6fe572fbb087ee3.jpg;https://cdn.entero.ru/mp@2x/c1/1e/c11e78abb0f3d2cd9cbae15575be7fde.jpg;https://cdn.entero.ru/mp@2x/11/2b/112b097d53ef384df1018d10eaf91a6c.jpg,Электрокипятильник VIATTO VA-105DW,Электрокипятильник VIATTO VA-105DW,8010,RUB,Да,VIATTO,Профоборудование,Тепловое,Кипятильники,https://entero.ru/item/210816,"<p>Настольный заливной электрокипятильник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/210816""><b class=""b"">VIATTO VA-105DW</b></a> предназначен для непрерывного автоматического подогрева питьевой воды до 100 °C на предприятиях общественного питания и торговли, а также в дошкольных, общеобразовательных и медико-санитарных учреждениях. Модель оснащена двойными стенками, закрытым нагревательным элементом и защитой от «сухого хода».</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 255х255х490 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",210816,накопительный,220 В,1.5 кВт,205 мм,205 мм,420 мм,,Китай,,,0,https://entero.ru/manuals/308474/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20VA-105DW.pdf;https://entero.ru/manuals/462965/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,2.5 кг,,7.45 л,,нерж. сталь,,,,
https://cdn.entero.ru/mp@2x/8a/fc/8afc8b4f2e1fe02d2bea165560501517.jpg;https://cdn.entero.ru/mp@2x/97/13/9713172e94d9f882eb7bd11bb3cdb39e.jpg;https://cdn.entero.ru/mp@2x/a9/54/a95452663984b4b6f1ec1124c566dd90.jpg;https://cdn.entero.ru/mp@2x/e7/0e/e70e05a890cb5f08ad4a5b24a23f820c.jpg;https://cdn.entero.ru/mp@2x/90/ae/90ae25013db3adbd4e96a80c193dca0d.jpg;https://cdn.entero.ru/mp@2x/22/3a/223a2e75c5f19bf101ec3171f1520c51.jpg;https://cdn.entero.ru/mp@2x/f7/4c/f74c91225e7e0f1957233240f1ddb66b.jpg;https://cdn.entero.ru/mp@2x/ad/b6/adb63274ef14f50a20730b1dc73379db.jpg;https://cdn.entero.ru/mp@2x/ac/36/ac36710ae7944c70d1eb49d21d1fe712.jpg;https://cdn.entero.ru/mp@2x/00/fe/00fe42437479fd12e0dbcce1b36b4a04.jpg;https://cdn.entero.ru/mp@2x/68/65/6865003a02e69035e9b84200d08a4781.jpg;https://cdn.entero.ru/mp@2x/2b/f3/2bf3469065a3a2a6361a4da912b81dc3.jpg;https://cdn.entero.ru/mp@2x/0a/cc/0acc3be0b2407405c88f8eb8417e5ec6.jpg,Электрокипятильник Foodatlas WB-DW30L,Электрокипятильник Foodatlas WB-DW30L,8104,RUB,Да,Foodatlas,Профоборудование,Тепловое,Кипятильники,https://entero.ru/item/344955,"<p>Электрокипятильник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344955"">Foodatlas WB-DW30L</a></b> используется на предприятиях общественного питания и торговли для нагрева воды и последующего поддержания заданной температуры. Двойные стенки обеспечивают высокую теплоизоляцию, сохраняют воду горячей дольше, обеспечивают безопасность, предотвращая перегрев наружной поверхности. Модель оснащена краном для розлива и крышкой с рукояткой. Корпус выполнен из высококачественной нержавеющей стали, отличающейся прочностью, долговечностью и устойчивостью к коррозии.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Быстрое нагревание до нужной температуры</li>
<li>Экономия времени и электроэнергии при нагреве</li>
<li>Индикатор уровня воды</li>
<li>Защита от сухого пуска</li>
<li>Закрытый способ установки ТЭНа</li>
<li>Регулировка температуры</li>
<li>Современный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон регулировки температуры: от 0 °С до 100 °C</li>
<li>Частота: 50 Гц</li>
</ul>",344955,накопительный,220 В,3 кВт,340 мм,340 мм,700 мм,7 кг,Китай,1,360x360x795 мм,0,https://entero.ru/manuals/420603/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20WB-DW30L.pdf;https://entero.ru/manuals/420604/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Foodatlas.pdf,,,5.9 кг,,30 л,,нерж. сталь,,Да,,
https://cdn.entero.ru/mp@2x/18/01/1801da661044486d78fb3bb51fef7474.jpg,Электрокипятильник Airhot WBDD-6,Электрокипятильник Airhot WBDD-6,8512,RUB,Да,Airhot,Профоборудование,Тепловое,Кипятильники,https://entero.ru/item/259605,"<p>Кипятильник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/259605"">Airhot WBDD-6</a></b> используется на предприятиях общественного питания и торговли, в офисах, отелях для быстрого нагрева воды и поддержания заданной температуры. Модель оснащена электромеханической панелью управления с ЖК-дисплеем, регулятором температуры, кнопкой «on/off» и кнопкой установки температуры «SET». Корпус выполнен из нержавеющей стали, кран - из пластика.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Отображенние на LCD экране:
<ul>
<li>Температура воды</li>
<li>Значки:
<ul>
<li>«Нагрев»,</li>
<li>«Поддержание тепла»</li>
<li>«Кипячение»</li>
</ul>
</li>
</ul>
</li>
<li>Функция регулировки температуры</li>
<li>ТЭН изолированный, не соприкасается с питьевой водой</li>
<li>Аварийный и рабочий термостат </li>
<li>Защита от сухого кипения и аварийное предупреждение</li>
<li>Автоматический контроль температуры воды</li>
<li>Мерное стекло для контроля уровня воды в резервуаре</li>
<li>Двойные стенки, обеспечивающие низкие теплопотери</li>
<li>Подставка для чашек</li>
<li>Легкость очистки и технического обслуживания</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Полезный объем: 5 л</li>
<li>Высота носика: 130 мм</li>
<li>Рабочая температура: от +30 до +100 ºС​</li>
</ul>

<p><span style=""color:#FF0000;""><em>Внимание! На фото аналогичная модель другого размера.</em></span></p>",259605,накопительный,220 В,1.5 кВт,270 мм,220 мм,400 мм,2.7 кг,Китай,1,285x285x405 мм,0,https://entero.ru/manuals/481981/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/514256/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20WBDD-6.pdf,,,2.6 кг,,5.5 л,,нерж. сталь,,Да,,
https://cdn.entero.ru/mp@2x/8d/01/8d01c96933e42622981344992aa8d873.jpg;https://cdn.entero.ru/mp@2x/48/4b/484b848ad1b928e57c6d4fe9f6eed450.jpg;https://cdn.entero.ru/mp@2x/d3/22/d322c7af644c316b6791ba4d6c513cc8.jpg;https://cdn.entero.ru/mp@2x/6f/7c/6f7c58cf6c0756aaeefaa3aeb5f3d793.jpg,Кипятильник Kocateq WB10Luxe,WB10 Luxe,9097,RUB,Да,Kocateq,Профоборудование,Тепловое,Кипятильники,https://entero.ru/item/54062,"<p>Заливной кипятильник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.uz/item/54062"">Kocateq WB10Luxe</a></b> используется на предприятиях общественного питания и торговли для кипячения и поддержания в горячем виде воды и дальнейшего использования ее для приготовления чая, горячих и растворимых напитков, лапши, супов и пюре. Модель оснащена термостатом для регулировки температуры и защитным термостатом, отключающим нагрев в случае отсутствия воды с функцией автоматического восстановления. Двойной корпус выполнен из нержавеющей стали AISI 304. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Кран с 2 режимами работы:
<ul>
<li>Непрерывный слив кипятка</li>
<li>Автоматическое перекрывание при отпускании крана</li>
</ul>
</li>
<li>Скрытый нагревательный элемент в дне для простой очистки от накипи</li>
<li>Смотровое стекло для визуального контроля уровня воды</li>
<li>Термоизолированные ручки для безопасной переноски </li>
<li>Термоизолярованное дно для безопасной установки на любых поверхностях</li>
<li>Герметично защелкиваемая термоизолированная крышка с прокладкой</li>
<li>Световые индикаторы:
<ul>
<li>Подключение к электрической сети</li>
<li>Подача напряжения на ТЭНы</li>
<li>Показывает окончание цикла кипячения и нагревания</li>
</ul>
</li>
<li>Без подключения к водопроводу</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: от 30 до 110 °С</li>
<li>Габариты в упаковке: 270х270х480 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",54062,накопительный,220 В,1.5 кВт,240 мм,240 мм,480 мм,3 кг,Ю. Корея,1,270x270x480 мм,0,https://entero.ru/manuals/111123/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf;https://entero.ru/manuals/279114/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20WB10Luxe.pdf,12635,,,,6.6 л,,нерж. сталь,,Да,,
https://cdn.entero.ru/mp@2x/48/c8/48c82d884794942ffd353013d5721c00.jpg;https://cdn.entero.ru/mp@2x/31/a4/31a4f5ca7b82c7d8b19aff8816f12e63.jpg;https://cdn.entero.ru/mp@2x/cf/fd/cffd7683fe2051e66cb63510a909ca92.jpg;https://cdn.entero.ru/mp@2x/e5/9a/e59a1acf8a39f2247926a4c63baf45bd.jpg,Электрокипятильник VIATTO MK-WB20SS,Электрокипятильник VIATTO MK-WB20SS,9224,RUB,Да,VIATTO,Профоборудование,Тепловое,Кипятильники,https://entero.ru/item/375367,"<p>Электрокипятильник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375367"">VIATTO MK-WB20SS</a></b> предназначен для приготовления кипятка для варки гарниров, овощей, сосисок, пельменей и других продуктов питания, а также для заваривания и приготовления горячих напитков, стерилизации кухонной и столовой посуды, столовых приборов на предприятиях общественного питания и торговли. Модель оснащена закрытым нагревательным элементом. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Терморегулятор, позволяющий регулировать температуру</li>
<li>Мерное стекло для отслеживания уровня воды</li>
<li>Одинарные стенки</li>
<li>Предназначен для настольной установки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон температуры: от 30 до 100 °С</li>
</ul>",375367,накопительный,220 В,1.8 кВт,355 мм,360 мм,625 мм,3.15 кг,Китай,,,118,https://entero.ru/manuals/508947/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20MK-WB20SS.pdf,,,,,20 л,,нерж. сталь,,Да,,
https://cdn.entero.ru/mp@2x/f3/a4/f3a4efc6e7e68cfc6ddf8577e09950c5.jpg,Кипятильник Rosso WB-40 PRO,Кипятильник Rosso WB-40 PRO,9528,RUB,Да,Rosso,Профоборудование,Тепловое,Кипятильники,https://entero.ru/item/77994,"<p>Кипятильник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/77994"">Rosso WB-40 PRO</a></b> предназначен для подогрева воды на предприятиях общественного питания и торговли. Настольная модель оснащена открытым ТЭНом, защитой от сухого хода и термостатом, что позволяет довести воду до кипения и затем снизить ее температуру до необходимого безопасного уровня, что особенно важно при использовании на предприятиях с самообслуживанием. Корпус выполнен из нержавеющей стали, ручки - из термоизоляционного материала, позволяют переносить кипятильник без риска получения ожога.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Одинарные стенки</li>
<li>Поддержание постоянной температуры</li>
<li>Точная регулировка температуры</li>
<li>Надежный краник</li>
<li>Герметичный корпус с защитой от протечек</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: от 30 до 110 °C</li>
<li>Объём упаковки: 0,08 м<sup>3</sup></li>
</ul>",77994,накопительный,220 В,3 кВт,400 мм,400 мм,585 мм,5.84 кг,Китай,1,390x390x523 мм,0,https://entero.ru/manuals/50971/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Rosso%20WB-40.pdf;https://entero.ru/manuals/50972/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Rosso%20WB-40.jpg;https://entero.ru/manuals/50973/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,4.5 кг,,31.5 л,,нерж. сталь,,Да,,
https://cdn.entero.ru/mp@2x/c2/25/c225dd39c724656a361c6843fa87e099.jpg,Кипятильник Assum TT-WB35DP,WB35DP,10150,RUB,Да,Assum,Профоборудование,Тепловое,Кипятильники,https://entero.ru/item/93615,"<p>Кипятильник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/93615"">Assum TT-WB35DP</a></b> предназначен для непрерывного нагрева воды на предприятиях общественного питания и торговли. Модель оснащена ТЭНом, расположенным под дном термоса, и термостатом. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 режима крана: непрерывный и автоматическое прерывание</li>
<li>Защита от сухого хода</li>
<li>Двойные стенки корпуса</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 390x390x620 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",93615,накопительный,220 В,2 кВт,370 мм,370 мм,620 мм,,Китай,,,0,,,,5.2 кг,,35 л,,нерж. сталь,,,,
https://cdn.entero.ru/mp@2x/82/6f/826f4f4687dcd9b034d7cb9718595551.jpg;https://cdn.entero.ru/mp@2x/7c/58/7c580fd0fd1a39533c8ce1174b6fe89a.jpg;https://cdn.entero.ru/mp@2x/95/c2/95c2c8fddb752810ecbc78901b62a4df.jpg;https://cdn.entero.ru/mp@2x/3d/66/3d664ab3e1b2b2c7e5b985a70c6062a8.jpg,Кипятильник Kocateq WB12Luxe,WB12 Luxe,10322,RUB,Да,Kocateq,Профоборудование,Тепловое,Кипятильники,https://entero.ru/item/35438,"<p>Заливной кипятильник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/35438"">Kocateq WB12Luxe</a></b> используется на предприятиях общественного питания и торговли для кипячения и поддержания в горячем виде воды и дальнейшего использования ее для приготовления чая, горячих и растворимых напитков, лапши, супов и пюре. Модель оснащена термостатом для регулировки температуры и защитным термостатом, отключающим нагрев в случае отсутствия воды с функцией автоматического восстановления. Двойной корпус выполнен из нержавеющей стали AISI 304. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Кран с 2 режимами работы:
<ul>
<li>Непрерывный слив кипятка</li>
<li>Автоматическое перекрывание при отпускании крана</li>
</ul>
</li>
<li>Скрытый нагревательный элемент в дне для простой очистки от накипи</li>
<li>Смотровое стекло для визуального контроля уровня воды</li>
<li>Термоизолированные ручки для безопасной переноски </li>
<li>Термоизолярованное дно для безопасной установки на любых поверхностях</li>
<li>Герметично защелкиваемая термоизолированная крышка с прокладкой</li>
<li>Световые индикаторы:
<ul>
<li>Подключение к электрической сети</li>
<li>Подача напряжения на ТЭНы</li>
<li>Показывает окончание цикла кипячения и нагревания</li>
</ul>
</li>
<li>Без подключения к водопроводу</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: от 30 до 110 °С</li>
<li>Габариты в упаковке: 320х320х460 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",35438,накопительный,220 В,1.5 кВт,300 мм,300 мм,440 мм,4 кг,Ю. Корея,1,320x320x470 мм,0,https://entero.ru/manuals/111122/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf;https://entero.ru/manuals/279110/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20WB12Luxe.pdf,,,,,8.5 л,,нерж. сталь,,Да,,
https://cdn.entero.ru/mp@2x/5b/18/5b18329c3a5f56653e4e7d352fa795ef.jpg,"Электрокипятильник Airhot WBED-30 (электронная панель, LCD-экран)","Электрокипятильник Airhot WBED-30 (электронная панель, LCD-экран)",10945,RUB,Да,Airhot,Профоборудование,Тепловое,Кипятильники,https://entero.ru/item/275485,"<p>Кипятильник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/275485""><b class=""b"">Airhot WBED-30</b></a> используется на предприятиях общественного питания и торговли, в офисах, отелях и т.д. для нагрева большого количества воды. Модель оснащена электронной панелью управления с LCD-экраном. Корпус выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: от 30 до 110 ºС</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",275485,накопительный,220 В,2.5 кВт,365 мм,365 мм,615 мм,4 кг,Китай,1,380x380x360 мм,0,https://entero.ru/manuals/410076/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20WBED-30%20%28%D1%8D%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D0%BD%D0%BD%D0%B0%D1%8F%20%D0%BF%D0%B0%D0%BD%D0%B5%D0%BB%D1%8C_%20LCD-%D1%8D%D0%BA%D1%80%D0%B0%D0%BD%29.pdf;https://entero.ru/manuals/481996/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,11521,,4.7 кг,,30 л,,нерж. сталь,,Да,,
https://cdn.entero.ru/mp@2x/e8/ba/e8babceba25dab65c6107ef49d3e6e47.jpg,Электрокипятильник Airhot WBDD-30,Электрокипятильник Airhot WBDD-30,12073,RUB,Да,Airhot,Профоборудование,Тепловое,Кипятильники,https://entero.ru/item/259603,"<p>Кипятильник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/259603"">Airhot WBDD-30</a></b> используется на предприятиях общественного питания и торговли, в офисах, отелях для быстрого нагрева воды и поддержания заданной температуры. Модель оснащена электромеханической панелью управления с ЖК-дисплеем, регулятором температуры, кнопкой «on/off» и кнопкой установки температуры «SET». Корпус выполнен из нержавеющей стали, кран - из пластика.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Отображенние на LCD экране:
<ul>
<li>Температура воды</li>
<li>Значки:​
<ul>
<li>«Поддержание тепла»</li>
<li>«Кипячение»</li>
</ul>
</li>
</ul>
</li>
<li>Функция регулировки температуры</li>
<li>ТЭН изолированный, не соприкасается с питьевой водой</li>
<li>Аварийный и рабочий термостат </li>
<li>Защита от сухого кипения и аварийное предупреждение</li>
<li>Автоматический контроль температуры воды</li>
<li>Мерное стекло для контроля уровня воды в резервуаре</li>
<li>Двойные стенки, обеспечивающие низкие теплопотери</li>
<li>Подставка для чашек</li>
<li>Легкость очистки и технического обслуживания</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Полезный объем: 17,5 л</li>
<li>Мин. объем: 0,45 литров</li>
<li>Высота носика: 150 мм</li>
<li>Рабочая температура: от +30 до +100 ºС</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",259603,накопительный,220 В,2.5 кВт,365 мм,365 мм,615 мм,4.8 кг,Китай,1,370x370x605 мм,0,https://entero.ru/manuals/481997/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/514255/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20WBDD-30.pdf,12982,,4.7 кг,,20.6 л,,нерж. сталь,,Да,,
https://cdn.entero.ru/mp@2x/3f/67/3f670b6769bd4fb55939752f52dad6f3.jpg,Электрокипятильник Airhot WBED-35,Электрокипятильник Airhot WBED-35,12122,RUB,Да,Airhot,Профоборудование,Тепловое,Кипятильники,https://entero.ru/item/267873,"<p>Кипятильник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/267873"">Airhot WBED-35</a> </b>используется на предприятиях общественного питания и торговли, в офисах, отелях и т.д. для нагрева большого количества воды. Модель оснащена электронной панелью управления с LCD-экраном.</p>",267873,накопительный,220 В,2.5 кВт,365 мм,365 мм,650 мм,5.1 кг,Китай,1,380x380x675 мм,0,https://entero.ru/manuals/410081/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20WBED-35.pdf;https://entero.ru/manuals/481998/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,12627,,5 кг,,35 л,,нерж. сталь,,Да,,
https://cdn.entero.ru/mp@2x/91/cd/91cd7c8bf25f33cc6066ed93816faf83.jpg;https://cdn.entero.ru/mp@2x/b2/07/b207919879c3fef0f21043e135e27734.jpg;https://cdn.entero.ru/mp@2x/ee/2e/ee2e9866280beee199fd3066247bd923.jpg;https://cdn.entero.ru/mp@2x/3c/1f/3c1fce1d1c6e3380adce1482ed2080a9.jpg;https://cdn.entero.ru/mp@2x/0e/c9/0ec93772838050eeef012256a4e80425.jpg;https://cdn.entero.ru/mp@2x/47/d5/47d5d549612b4e263f9df9b615a4ce57.jpg;https://cdn.entero.ru/mp@2x/d8/46/d8467a92195ad35bb590596f0a581d26.jpg,Кипятильник HENDI Design by Bronwasser 211410,Кипятильник HENDI Design by Bronwasser 211410,13358,RUB,Да,HENDI,Профоборудование,Тепловое,Кипятильники,https://entero.ru/item/276934,"<p>Кипятильник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/276934""><b class=""b"">HENDI 211410</b></a> предназначен для нагрева и кипячения воды на предприятиях общественного питания и торговли. Модель оснащена световым индикатором завершения нагрева и необходимости удаления накипи, ручками и крышкой. Корпус выполнен из нержавеющей стали, ручки - из полипропиллена.</p>

<p>В комплект поставки входят съемный магнитный поддон для сбора капель, который может быть удален без подъема и разлива.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Одностенный корпус</li>
<li>Уникальный дизайн со встроенным стеклом со шкалой</li>
<li>Поддержание температуры подачи напитка после нагрева</li>
<li>Не подходит для горячего шоколада</li>
<li>Степень защиты: I</li>
<li>Степень водонепроницаемости: IPX 1</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",276934,накопительный,220 В,0.95 кВт,307 мм,330 мм,450 мм,,Китай,,,0,https://entero.ru/manuals/344269/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20HENDI%20Design%20by%20Bronwasser%20211410.pdf;https://entero.ru/manuals/344270/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20HENDI%20Design%20by%20Bronwasser%20211410.pdf;https://entero.ru/manuals/344272/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%D0%BD%D0%B0%20HENDI%20Design%20by%20Bronwasser%20211410%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29%29.pdf;https://entero.ru/manuals/496443/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,14061,,2.38 кг,,9 л,,нерж. сталь,,,,
