Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Ширина,Глубина,Высота,Страна производства,Остаток,Файлы,Старая цена,Вес (без упаковки),Установка,Назначение,Стеклянные двери,Дверной упор
https://cdn.entero.ru/mp@2x/0b/45/0b455e8426aa539e07e7bc32529a8405.jpg;https://cdn.entero.ru/mp@2x/07/1b/071bda7ce741ec2137fe0183652885f1.jpg;https://cdn.entero.ru/mp@2x/24/1e/241e2ada3130018519568b22cd545768.jpg;https://cdn.entero.ru/mp@2x/34/f6/34f62a7230c64a9cc6732c04c71e98c1.jpg;https://cdn.entero.ru/mp@2x/ca/3d/ca3de71097414260a0b7c6c1f1ee4a27.jpg;https://cdn.entero.ru/mp@2x/fe/fb/fefbf93874ce191773808ff118feaf65.jpg,"Модуль для пищевых продуктов Expo CRS87 цвета RAL9003, RAL9004","Модуль для пищевых продуктов Expo CRS87 цвета RAL9003, RAL9004",0,RUB,Нет,Expo,Профоборудование,Холодильное,Шкафы для деликатесов и нейтральные модули,https://entero.ru/item/72212,"<p>Модуль для пищевых продуктов <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/72212""><b class=""b"">Expo CRS87 </b></a>серии Cornice 87 Refrigerata Statica - это функциональная витрина для демонстрации, подачи и хранения закусок, десертов, фруктов и готовых блюд. Модуль создает оптимальные условия для сохранения всех вкусовых свойств пищевых продуктов. В нижней охлаждаемой зоне могут быть выставлены десерты с кремом, в двух верхних зонах при комнатной температуре - классическая выпечка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электронный термостат</li>
<li>Автоматическая разморозка</li>
<li>Алюминиевый охлаждающий элемент</li>
<li>Хладагент: R134a</li>
<li>Деревянная рама</li>
<li>Кромки и верх из закаленного стекла</li>
<li>Раздвижные стеклянные дверцы (одинарное стекло)</li>
<li>Ванна GN 1/1</li>
<li>Светодиодные лампы естественного белого цвета</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество полок, включая дно: 3</li>
<li>Мощность: 0,22 кВт</li>
<li>Габариты в паллете: 1000х800х1170 мм</li>
</ul>

<p><b>Цвет рамы:</b></p>

<ul>
<li>RAL9003 - Мутно-белый</li>
<li>RAL9004 - Черный</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Дополнительный стеклянный поддон с кронштейнами (деликатесы) <a href=""https://entero.ru/item/72226"">OPT-PVAG</a></li>
</ul>",72212,от 4 до 6 °C,220 В,870 мм,510 мм,930 мм,Италия,0,https://entero.ru/manuals/41069/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BC%D0%BE%D0%B4%D1%83%D0%BB%D1%8C%D0%BD%D1%8B%D1%85%20%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%20Expo.pdf,,69 кг,отдельно стоящий,"для пищевых продуктов, нейтральный",Да,
https://cdn.entero.ru/mp@2x/ad/e9/ade968737b5c4150f0e548317dd6fa0f.jpg;https://cdn.entero.ru/mp@2x/4c/45/4c4568d5e25a51311722e924d2116fda.jpg;https://cdn.entero.ru/mp@2x/c8/cf/c8cf43fe5ec6633fa49c3554b57c3f21.jpg;https://cdn.entero.ru/mp@2x/2e/1f/2e1fab36641c1d8ed0f48ee8d9459e4f.jpg;https://cdn.entero.ru/mp@2x/76/bf/76bfab15a291aca2c5421f57f3a8983f.jpg,"Нейтральный модуль Expo PM-MD20 цвета RAL100, V1, V2","Нейтральный модуль Expo PM-MD20 цвета RAL100, V1, V2",0,RUB,Нет,Expo,Профоборудование,Холодильное,Шкафы для деликатесов и нейтральные модули,https://entero.ru/item/72614,"<p>Нейтральный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/72614""><b class=""b"">Expo PM-MD20</b></a> серии Banco Neutra - это часть инновационной модульной системы для сбора полностью функциональной витрины для демонстрации и хранения бокалов для вина и различной посуды. </p>

<p>Внешняя обшивка выполнена из твердой древесины.</p>

<p>Версия модуля PM оснащена деревянной панелью, которая закрывает заднюю часть шкафа.</p>

<p>Под заказ можно изготовить модуль шириной от 200 до 900 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в паллете: 1000х800х1100 мм</li>
</ul>

<p><b>Цвет полок и внутренних боковин:</b></p>

<ul>
<li>65 цветов RAL с глянцевым лакированным покрытием RAL100</li>
<li>V1 - Золотая краска</li>
<li>V2 - Серебряная краска</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото модель PC-MD20 - сквозная.<br>
<br>
<em><span style=""color:#FF0000;"">Чтобы получить полноценную винную витрину Expo серии Banco, ее надо собрать из одного или нескольких модулей: винных, нейтральных, модулей для деликатесов и пр., верхних, боковых и нижних панелей. Также следует выбрать цвет для панелей, покрытие матовым или глянцевым лаком. Свяжитесь с нашими менеджерами - они помогут спроектировать полноценную модульную винную витрину и рассчитать ее итоговую стоимость.</span></em></span></em></p>",72614,,,900 мм,510 мм,943 мм,Италия,0,https://entero.ru/manuals/41499/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BC%D0%BE%D0%B4%D1%83%D0%BB%D1%8C%D0%BD%D1%8B%D1%85%20%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%20Expo.pdf,,47 кг,"встраиваемый, отдельно стоящий",нейтральный,,
https://cdn.entero.ru/mp@2x/32/48/32487cab6095602f020b22f651a572e0.jpg;https://cdn.entero.ru/mp@2x/50/1b/501ba47b76657cb744416a2adf136e21.jpg;https://cdn.entero.ru/mp@2x/b4/c7/b4c7ea37dcc1fab3b68613b8b1153a1f.jpg;https://cdn.entero.ru/mp@2x/70/ba/70ba1b6e32ead1ece10acc140081ef69.jpg;https://cdn.entero.ru/mp@2x/8c/f4/8cf4ef1f1a7dbf20bab0f32b8e8dd891.jpg;https://cdn.entero.ru/mp@2x/db/8b/db8b8cabdaa5e17e00afa40b416b351b.jpg;https://cdn.entero.ru/mp@2x/2f/c0/2fc09a1e93bf547cc1106a508fc0667b.jpg;https://cdn.entero.ru/mp@2x/62/3f/623f6647a9c2e8b8a328714a7b0e6cc4.jpg,Модуль для пищевых продуктов Expo CRS87 цвета RAL20,Модуль для пищевых продуктов Expo CRS87 цвета RAL20,0,RUB,Нет,Expo,Профоборудование,Холодильное,Шкафы для деликатесов и нейтральные модули,https://entero.ru/item/72213,"<p>Модуль для пищевых продуктов <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/72213""><b class=""b"">Expo CRS87 </b></a>серии Cornice 87 Refrigerata Statica - это функциональная витрина для демонстрации, подачи и хранения закусок, десертов, фруктов и готовых блюд. Модуль создает оптимальные условия для сохранения всех вкусовых свойств пищевых продуктов. В нижней охлаждаемой зоне могут быть выставлены десерты с кремом, в двух верхних зонах при комнатной температуре - классическая выпечка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электронный термостат</li>
<li>Автоматическая разморозка</li>
<li>Алюминиевый охлаждающий элемент</li>
<li>Хладагент: R134a</li>
<li>Деревянная рама</li>
<li>Кромки и верх из закаленного стекла</li>
<li>Раздвижные стеклянные дверцы (одинарное стекло)</li>
<li>Ванна GN 1/1</li>
<li>Светодиодные лампы естественного белого цвета</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество полок, включая дно: 3</li>
<li>Мощность: 0,22 кВт</li>
<li>Габариты в паллете: 1000х800х1170 мм</li>
</ul>

<p><b>Цвет рамы:</b></p>

<ul>
<li>65 цветов RAL с матовым лакированным покрытием RAL20</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Дополнительный стеклянный поддон с кронштейнами (деликатесы) <a href=""https://entero.ru/item/72226"">OPT-PVAG</a></li>
</ul>",72213,от 4 до 6 °C,220 В,870 мм,510 мм,930 мм,Италия,0,https://entero.ru/manuals/41070/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BC%D0%BE%D0%B4%D1%83%D0%BB%D1%8C%D0%BD%D1%8B%D1%85%20%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%20Expo.pdf,,69 кг,отдельно стоящий,"для пищевых продуктов, нейтральный",Да,
https://cdn.entero.ru/mp@2x/42/80/42803879018cb7c7db8dd86b7060b9d5.jpg;https://cdn.entero.ru/mp@2x/7d/3b/7d3b51dcc64b6e57a0a69a741807eadd.jpg;https://cdn.entero.ru/mp@2x/77/96/7796bbee6f6bf8dae3d394257fc19e79.jpg;https://cdn.entero.ru/mp@2x/2c/d1/2cd1ffbc395f99c35b3de02a5ec2ed08.jpg;https://cdn.entero.ru/mp@2x/62/2d/622d1567fb756060b5cf883d3ed1b1e2.jpg,"Нейтральный модуль Expo PM-MD10 цвета RAL100, V1, V2","Нейтральный модуль Expo PM-MD10 цвета RAL100, V1, V2",0,RUB,Нет,Expo,Профоборудование,Холодильное,Шкафы для деликатесов и нейтральные модули,https://entero.ru/item/72612,"<p>Нейтральный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/72612""><b class=""b"">Expo PM-MD10</b></a> серии Banco Neutra - это часть инновационной модульной системы для сбора полностью функциональной витрины для демонстрации и хранения бокалов для вина и различной посуды. </p>

<p>Внешняя обшивка выполнена из твердой древесины, шкафчик - из фанеры.</p>

<p>Версия модуля PM оснащена деревянной панелью, которая закрывает заднюю часть шкафа.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в паллете: 1000х800х1100 мм</li>
</ul>

<p><b>Цвет внутренних боковин и дверей:</b></p>

<ul>
<li>65 цветов RAL с глянцевым лакированным покрытием RAL100</li>
<li>V1 - Золотая краска</li>
<li>V2 - Серебряная краска</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;""><em><span style=""color:#FF0000;"">Чтобы получить полноценную винную витрину Expo серии Banco, ее надо собрать из одного или нескольких модулей: винных, нейтральных, модулей для деликатесов и пр., верхних, боковых и нижних панелей. Также следует выбрать цвет для панелей, покрытие матовым или глянцевым лаком. Свяжитесь с нашими менеджерами - они помогут спроектировать полноценную модульную винную витрину и рассчитать ее итоговую стоимость.</span></em></span></em></p>",72612,,,900 мм,510 мм,943 мм,Италия,0,https://entero.ru/manuals/41497/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BC%D0%BE%D0%B4%D1%83%D0%BB%D1%8C%D0%BD%D1%8B%D1%85%20%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%20Expo.pdf,,63 кг,"встраиваемый, отдельно стоящий",нейтральный,,"петли слева, петли справа"
https://cdn.entero.ru/mp@2x/f1/b3/f1b3570c4bfdd76d2d6a66b1d111a821.jpg;https://cdn.entero.ru/mp@2x/1e/d5/1ed50e2ae24c5403e6e64ace14cfd410.jpg;https://cdn.entero.ru/mp@2x/34/0b/340b6b496cb163c7df4d116e92994723.jpg;https://cdn.entero.ru/mp@2x/17/63/17630ac132ab2974c113b6b5a8d102d5.jpg;https://cdn.entero.ru/mp@2x/4b/08/4b081fceaa86f8fb05ca119033e6846f.jpg,"Нейтральный модуль Expo PC-MD10 цвета RAL100, V1, V2","Нейтральный модуль Expo PC-MD10 цвета RAL100, V1, V2",0,RUB,Нет,Expo,Профоборудование,Холодильное,Шкафы для деликатесов и нейтральные модули,https://entero.ru/item/72613,"<p>Нейтральный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/72613""><b class=""b"">Expo PC-MD10</b></a> серии Banco Neutra - это часть инновационной модульной системы для сбора полностью функциональной витрины для демонстрации и хранения бокалов для вина и различной посуды. </p>

<p>Внешняя обшивка выполнена из твердой древесины, шкафчик - из фанеры.</p>

<p>Версия модуля PC оснащена дверцами с обеих сторон, чтобы обеспечить максимальный доступ.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в паллете: 1000х800х1100 мм</li>
</ul>

<p><b>Цвет внутренних боковин и дверей:</b></p>

<ul>
<li>65 цветов RAL с глянцевым лакированным покрытием RAL100</li>
<li>V1 - Золотая краска</li>
<li>V2 - Серебряная краска</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;""><em><span style=""color:#FF0000;"">Чтобы получить полноценную винную витрину Expo серии Banco, ее надо собрать из одного или нескольких модулей: винных, нейтральных, модулей для деликатесов и пр., верхних, боковых и нижних панелей. Также следует выбрать цвет для панелей, покрытие матовым или глянцевым лаком. Свяжитесь с нашими менеджерами - они помогут спроектировать полноценную модульную винную витрину и рассчитать ее итоговую стоимость.</span></em></span></em></p>",72613,,,900 мм,510 мм,943 мм,Италия,0,https://entero.ru/manuals/41498/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BC%D0%BE%D0%B4%D1%83%D0%BB%D1%8C%D0%BD%D1%8B%D1%85%20%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%20Expo.pdf,,61 кг,отдельно стоящий,нейтральный,,"петли слева, петли справа"
https://cdn.entero.ru/mp@2x/a8/04/a804a574583b0d57f88f2ce301526426.jpg;https://cdn.entero.ru/mp@2x/46/b1/46b1e268938695cf3ed863f9b7761467.jpg;https://cdn.entero.ru/mp@2x/c3/a5/c3a568309872cf72fb4f495dbf3004de.jpg;https://cdn.entero.ru/mp@2x/ee/59/ee590c52fac874d26183e2bcd539523e.jpg,Нейтральный модуль Expo PC-MA20 цвета RAL20,Нейтральный модуль Expo PC-MA20 цвета RAL20,0,RUB,Нет,Expo,Профоборудование,Холодильное,Шкафы для деликатесов и нейтральные модули,https://entero.ru/item/71213,"<p>Нейтральный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/71213""><b class=""b"">Expo PC-MA20</b></a> серии Parete Neutra - это часть инновационной модульной системы для сбора полностью функциональной витрины для демонстрации и хранения бокалов для вина и различной посуды.</p>

<p>Внешняя обшивка выполнена из твердой древесины.</p>

<p>Версия модуля PC сделана сквозной, чтобы обеспечить максимальную видимость и доступ.</p>

<p>Под заказ можно изготовить модуль шириной от 200 до 900 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в паллете: 1000х800х2070 мм</li>
</ul>

<p><b>Цвет полок и внутренних боковин:</b></p>

<ul>
<li>65 цветов RAL с матовым лакированным покрытием RAL20</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Чтобы получить полноценную винную витрину Expo серии Parete, ее надо собрать из одного или нескольких модулей: винных, нейтральных, модулей для деликатесов, шоколада и пр., рам, боковых панелей или стендов. Также следует выбрать цвет для рам, покрытие матовым или глянцевым лаком. Свяжитесь с нашими менеджерами - они помогут спроектировать полноценную модульную винную витрину и рассчитать ее итоговую стоимость.</span></em></p>",71213,,,900 мм,510 мм,1898 мм,Италия,0,https://entero.ru/manuals/39516/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BC%D0%BE%D0%B4%D1%83%D0%BB%D1%8C%D0%BD%D1%8B%D1%85%20%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%20Expo.pdf,,80 кг,отдельно стоящий,нейтральный,,
https://cdn.entero.ru/mp@2x/3e/f9/3ef920f8c4ef90a6eb7cb72644fdcdde.jpg;https://cdn.entero.ru/mp@2x/d1/ea/d1ea1d8d57c853e5d3f70a0fc38c6adf.jpg;https://cdn.entero.ru/mp@2x/64/95/6495ccc5a542e7e9d00ec1946f458cee.jpg;https://cdn.entero.ru/mp@2x/1d/8a/1d8a17bd09af181f4d9ab3b5c41ec5b9.jpg,Нейтральный модуль Expo PM-MA20 цвета RAL20,Нейтральный модуль Expo PM-MA20 цвета RAL20,0,RUB,Нет,Expo,Профоборудование,Холодильное,Шкафы для деликатесов и нейтральные модули,https://entero.ru/item/71212,"<p>Нейтральный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/71212""><b class=""b"">Expo PM-MA20</b></a> серии Parete Neutra - это часть инновационной модульной системы для сбора полностью функциональной витрины для демонстрации и хранения бокалов для вина и различной посуды.</p>

<p>Внешняя обшивка выполнена из твердой древесины.</p>

<p>Версия модуля PM оснащена деревянной панелью, которая закрывает заднюю часть шкафа.</p>

<p>Под заказ можно изготовить модуль шириной от 200 до 900 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в паллете: 1000х800х2070 мм</li>
</ul>

<p><b>Цвет полок и внутренних боковин:</b></p>

<ul>
<li>65 цветов RAL с матовым лакированным покрытием RAL20</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото модель PC-MA20 - сквозная.</span></em></p>

<p><em><span style=""color:#FF0000;"">Чтобы получить полноценную винную витрину Expo серии Parete, ее надо собрать из одного или нескольких модулей: винных, нейтральных, модулей для деликатесов, шоколада и пр., рам, боковых панелей или стендов. Также следует выбрать цвет для рам, покрытие матовым или глянцевым лаком. Свяжитесь с нашими менеджерами - они помогут спроектировать полноценную модульную винную витрину и рассчитать ее итоговую стоимость.</span></em></p>",71212,,,900 мм,510 мм,1898 мм,Италия,0,https://entero.ru/manuals/39525/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BC%D0%BE%D0%B4%D1%83%D0%BB%D1%8C%D0%BD%D1%8B%D1%85%20%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%20Expo.pdf,,82 кг,"встраиваемый, отдельно стоящий",нейтральный,,
https://cdn.entero.ru/mp@2x/1d/13/1d137e472ee76ba36ed18950753aebd8.jpg;https://cdn.entero.ru/mp@2x/f2/9e/f29e1433a4974af883d408aee5bc3b3c.jpg;https://cdn.entero.ru/mp@2x/0e/ca/0eca2b44d575b479292541edf54d962e.jpg;https://cdn.entero.ru/mp@2x/1d/5e/1d5ecd6befadd22984e593be58dd983a.jpg;https://cdn.entero.ru/mp@2x/c7/59/c759c8e7d4faa6dca1822fabbe8befd2.jpg,"Нейтральный модуль Expo PC-MA20 цвета RAL100, V1, V2","Нейтральный модуль Expo PC-MA20 цвета RAL100, V1, V2",0,RUB,Нет,Expo,Профоборудование,Холодильное,Шкафы для деликатесов и нейтральные модули,https://entero.ru/item/71217,"<p>Нейтральный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/71217""><b class=""b"">Expo PC-MA20</b></a> серии Parete Neutra - это часть инновационной модульной системы для сбора полностью функциональной витрины для демонстрации и хранения бокалов для вина и различной посуды.</p>

<p>Внешняя обшивка выполнена из твердой древесины.</p>

<p>Версия модуля PC сделана сквозной, чтобы обеспечить максимальную видимость и доступ.</p>

<p>Под заказ можно изготовить модуль шириной от 200 до 900 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в паллете: 1000х800х2070 мм</li>
</ul>

<p><b>Цвет полок и внутренних боковин:</b></p>

<ul>
<li>65 цветов RAL с глянцевым лакированным покрытием RAL100</li>
<li>V1 - Золотая краска</li>
<li>V2 - Серебряная краска</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Чтобы получить полноценную винную витрину Expo серии Parete, ее надо собрать из одного или нескольких модулей: винных, нейтральных, модулей для деликатесов, шоколада и пр., рам, боковых панелей или стендов. Также следует выбрать цвет для рам, покрытие матовым или глянцевым лаком. Свяжитесь с нашими менеджерами - они помогут спроектировать полноценную модульную винную витрину и рассчитать ее итоговую стоимость.</span></em></p>",71217,,,900 мм,510 мм,1898 мм,Италия,0,https://entero.ru/manuals/39515/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BC%D0%BE%D0%B4%D1%83%D0%BB%D1%8C%D0%BD%D1%8B%D1%85%20%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%20Expo.pdf,,80 кг,отдельно стоящий,нейтральный,,
https://cdn.entero.ru/mp@2x/04/c9/04c9a67566dda078a567cde52253a92c.jpg;https://cdn.entero.ru/mp@2x/27/13/2713bd2d5ca84e6da2c99f0e697c3afd.jpg;https://cdn.entero.ru/mp@2x/c9/26/c926e781a6831fb0d3b42a43cda46060.jpg;https://cdn.entero.ru/mp@2x/05/59/055930c558a99f315845517147ca9668.jpg,Нейтральный модуль Expo PM-MA10 цвета RAL20,Нейтральный модуль Expo PM-MA10 цвета RAL20,0,RUB,Нет,Expo,Профоборудование,Холодильное,Шкафы для деликатесов и нейтральные модули,https://entero.ru/item/71210,"<p>Нейтральный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/71210""><b class=""b"">Expo PM-MA10</b></a> серии Parete Neutra - это часть инновационной модульной системы для сбора полностью функциональной витрины для демонстрации и хранения бокалов для вина и различной посуды.</p>

<p>Внешняя обшивка выполнена из твердой древесины, шкафчик - из фанеры.</p>

<p>Версия модуля PM оснащена деревянной панелью, которая закрывает заднюю часть шкафа.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в паллете: 1000х800х2070 мм</li>
</ul>

<p><b>Цвет полок, внутренних боковин и дверей:</b></p>

<ul>
<li>65 цветов RAL с матовым лакированным покрытием RAL20</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото модель PC-MA10 со сквозной верхней частью.</span></em></p>

<p><em><span style=""color:#FF0000;"">Чтобы получить полноценную винную витрину Expo серии Parete, ее надо собрать из одного или нескольких модулей: винных, нейтральных, модулей для деликатесов, шоколада и пр., рам, боковых панелей или стендов. Также следует выбрать цвет для рам, покрытие матовым или глянцевым лаком. Свяжитесь с нашими менеджерами - они помогут спроектировать полноценную модульную винную витрину и рассчитать ее итоговую стоимость.</span></em></p>",71210,,,900 мм,510 мм,1898 мм,Италия,0,https://entero.ru/manuals/39521/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BC%D0%BE%D0%B4%D1%83%D0%BB%D1%8C%D0%BD%D1%8B%D1%85%20%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%20Expo.pdf,,98 кг,"встраиваемый, отдельно стоящий",нейтральный,,"петли слева, петли справа"
https://cdn.entero.ru/mp@2x/20/40/20406db73d0582bdccda700c6762ead3.jpg;https://cdn.entero.ru/mp@2x/6f/c6/6fc6bd57eed2db57fe09684088a08fd8.jpg;https://cdn.entero.ru/mp@2x/7d/cc/7dcca726cdb74cb0295ddfca6f141bfd.jpg;https://cdn.entero.ru/mp@2x/c7/aa/c7aa2c488e50260bca22a4dedb71e266.jpg,Нейтральный модуль Expo PC-MA10 цвета RAL20,Нейтральный модуль Expo PC-MA10 цвета RAL20,0,RUB,Нет,Expo,Профоборудование,Холодильное,Шкафы для деликатесов и нейтральные модули,https://entero.ru/item/71211,"<p>Нейтральный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/71211""><b class=""b"">Expo PC-MA10</b></a> серии Parete Neutra - это часть инновационной модульной системы для сбора полностью функциональной витрины для демонстрации и хранения бокалов для вина и различной посуды.</p>

<p>Внешняя обшивка выполнена из твердой древесины, шкафчик - из фанеры.</p>

<p>Версия модуля PC имеет сквозную верхнюю часть, чтобы обеспечить максимальную видимость и доступ.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в паллете: 1000х800х2070 мм</li>
</ul>

<p><b>Цвет полок, внутренних боковин и дверей:</b></p>

<ul>
<li>65 цветов RAL с матовым лакированным покрытием RAL20</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Чтобы получить полноценную винную витрину Expo серии Parete, ее надо собрать из одного или нескольких модулей: винных, нейтральных, модулей для деликатесов, шоколада и пр., рам, боковых панелей или стендов. Также следует выбрать цвет для рам, покрытие матовым или глянцевым лаком. Свяжитесь с нашими менеджерами - они помогут спроектировать полноценную модульную винную витрину и рассчитать ее итоговую стоимость.</span></em></p>",71211,,,900 мм,510 мм,1898 мм,Италия,0,https://entero.ru/manuals/39512/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BC%D0%BE%D0%B4%D1%83%D0%BB%D1%8C%D0%BD%D1%8B%D1%85%20%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%20Expo.pdf,,96 кг,отдельно стоящий,нейтральный,,"петли слева, петли справа"
https://cdn.entero.ru/mp@2x/3d/9f/3d9f775bd3651443b615d0b3c70ae0ea.jpg;https://cdn.entero.ru/mp@2x/40/39/40398d874d0d362134e45715fc1bd1fc.jpg;https://cdn.entero.ru/mp@2x/b3/bc/b3bca2f50c92ea7ca83ff98153b57cbe.jpg;https://cdn.entero.ru/mp@2x/aa/4b/aa4b0162d2c7db2ed6873101813150da.jpg;https://cdn.entero.ru/mp@2x/2e/6f/2e6fdd6336b2bd026e7dc3385b5e294a.jpg,"Нейтральный модуль Expo PM-MA20 цвета RAL100, V1, V2","Нейтральный модуль Expo PM-MA20 цвета RAL100, V1, V2",0,RUB,Нет,Expo,Профоборудование,Холодильное,Шкафы для деликатесов и нейтральные модули,https://entero.ru/item/71216,"<p>Нейтральный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/71216""><b class=""b"">Expo PM-MA20</b></a> серии Parete Neutra - это часть инновационной модульной системы для сбора полностью функциональной витрины для демонстрации и хранения бокалов для вина и различной посуды.</p>

<p>Внешняя обшивка выполнена из твердой древесины.</p>

<p>Версия модуля PM оснащена деревянной панелью, которая закрывает заднюю часть шкафа.</p>

<p>Под заказ можно изготовить модуль шириной от 200 до 900 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в паллете: 1000х800х2070 мм</li>
</ul>

<p><b>Цвет полок и внутренних боковин:</b></p>

<ul>
<li>65 цветов RAL с глянцевым лакированным покрытием RAL100</li>
<li>V1 - Золотая краска</li>
<li>V2 - Серебряная краска</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото модель PC-MA20 - сквозная.</span></em></p>

<p><em><span style=""color:#FF0000;"">Чтобы получить полноценную винную витрину Expo серии Parete, ее надо собрать из одного или нескольких модулей: винных, нейтральных, модулей для деликатесов, шоколада и пр., рам, боковых панелей или стендов. Также следует выбрать цвет для рам, покрытие матовым или глянцевым лаком. Свяжитесь с нашими менеджерами - они помогут спроектировать полноценную модульную винную витрину и рассчитать ее итоговую стоимость.</span></em></p>",71216,,,900 мм,510 мм,1898 мм,Италия,0,https://entero.ru/manuals/39524/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BC%D0%BE%D0%B4%D1%83%D0%BB%D1%8C%D0%BD%D1%8B%D1%85%20%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%20Expo.pdf,,82 кг,"встраиваемый, отдельно стоящий",нейтральный,,
